Transaction ID,Transaction Date,Product Type,SKU,Price,Availability,Number of Products Sold,Revenue Generated,Stock Levels,Lead Times,Order Quantities,Shipping Times,Shipping Carriers,Shipping Costs,Supplier Name,Location,Lead Time,Production Volumes,Manufacturing Lead Time,Manufacturing Costs,Inspection Results,Defect Rates,Transportation Modes,Routes,Total Logistics Cost
TXN06960,2023-09-05,haircare,SKU43,11.02,54,43,461.75,59,31,50,3,Carrier B,0.58,Supplier 5,Mumbai,31,401,34,29.94,Pass,1.0344,Air,Route A,1526.0
TXN01121,2023-09-05,skincare,SKU11,95.38,100,228,20030.55,107,13,13,4,Carrier C,3.62,Supplier 2,Kolkata,13,451,12,29.58,Pass,0.0158,Air,Route A,431.6
TXN03944,2023-09-05,haircare,SKU30,8.27,100,343,3204.72,96,39,57,2,Carrier C,0.39,Supplier 4,Kolkata,41,402,42,58.85,Pass,0.8286,Road,Route C,3376.68
TXN02632,2023-09-05,haircare,SKU51,28.08,42,261,7778.65,57,46,35,4,Carrier B,1.25,Supplier 5,Bangalore,50,581,42,13.44,Pending,2.3166,Road,Route A,514.15
TXN07647,2023-09-05,skincare,SKU69,52.06,72,227,11609.36,72,11,85,2,Carrier A,2.8,Supplier 4,Kolkata,11,540,9,77.39,Pending,2.2208,Air,Route A,6816.15
TXN09932,2023-09-05,haircare,SKU5,1.78,91,238,382.25,85,18,76,2,Carrier C,0.07,Supplier 4,Bangalore,20,288,22,57.67,Pending,2.3729,Road,Route A,4388.24
TXN05022,2023-09-05,skincare,SKU9,68.77,61,262,18311.31,58,20,88,2,Carrier A,2.96,Supplier 2,Chennai,21,452,23,52.2,Pending,3.6019,Rail,Route B,4854.08
TXN07240,2023-09-05,skincare,SKU11,96.12,40,224,22013.2,38,9,46,2,Carrier A,5.26,Supplier 2,Kolkata,9,176,10,26.25,Pass,0.0282,Air,Route A,1449.46
TXN09067,2023-09-05,skincare,SKU80,87.91,46,267,24722.93,59,5,17,3,Carrier B,3.48,Supplier 3,Chennai,5,433,4,72.59,Fail,5.1,Sea,Route B,1293.19
TXN06000,2023-09-06,haircare,SKU93,69.44,37,144,9967.4,45,32,47,2,Carrier C,4.04,Supplier 4,Chennai,31,303,29,38.3,Fail,9.0637,Air,Route A,1989.98
TXN07559,2023-09-06,skincare,SKU56,19.47,40,114,2001.87,39,22,49,2,Carrier A,1.31,Supplier 1,Mumbai,22,468,24,14.38,Pass,0.4349,Air,Route B,768.81
TXN04106,2023-09-06,cosmetics,SKU89,94.05,91,283,26699.33,86,6,58,3,Carrier B,4.38,Supplier 1,Kolkata,7,265,9,49.37,Pass,0.6723,Rail,Route B,3117.5
TXN09861,2023-09-06,cosmetics,SKU17,77.46,74,57,3903.68,76,13,72,2,Carrier A,5.53,Supplier 1,Chennai,13,66,12,52.2,Pass,0.0937,Air,Route C,4156.56
TXN03017,2023-09-06,skincare,SKU63,13.27,43,206,3110.92,55,9,42,4,Carrier B,0.61,Supplier 3,Bangalore,10,442,12,22.88,Fail,5.7474,Sea,Route A,986.58
TXN05647,2023-09-06,skincare,SKU64,85.62,64,219,17287.3,74,5,49,3,Carrier B,3.78,Supplier 1,Delhi,5,527,4,9.78,Pass,0.0586,Air,Route C,664.44
TXN09088,2023-09-06,skincare,SKU63,13.72,85,71,1100.15,80,10,46,2,Carrier C,0.74,Supplier 3,Bangalore,11,137,10,22.02,Fail,4.4952,Sea,Route A,1046.96
TXN09049,2023-09-06,skincare,SKU19,49.76,69,161,8546.55,79,21,46,1,Carrier A,2.41,Supplier 4,Chennai,20,480,18,90.64,Fail,4.9569,Road,Route C,4280.3
TXN03032,2023-09-06,cosmetics,SKU23,4.64,74,356,1791.59,80,39,23,5,Carrier B,0.18,Supplier 5,Kolkata,38,612,45,103.64,Pending,2.1672,Rail,Route A,2387.86
TXN05596,2023-09-06,skincare,SKU34,39.88,64,250,11235.13,75,7,87,2,Carrier A,2.61,Supplier 1,Chennai,8,703,6,11.07,Pass,0.4169,Road,Route B,1190.16
TXN09358,2023-09-06,haircare,SKU46,26.67,68,280,8363.57,83,24,60,1,Carrier A,1.37,Supplier 3,Chennai,24,223,25,84.38,Fail,4.4493,Road,Route B,5145.0
TXN07119,2023-09-06,skincare,SKU67,94.54,33,166,16291.26,42,9,69,3,Carrier C,3.21,Supplier 1,Mumbai,10,749,7,7.08,Pass,0.086,Sea,Route C,710.01
TXN07331,2023-09-06,skincare,SKU3,56.97,66,186,10488.04,86,28,30,4,Carrier B,3.55,Supplier 5,Kolkata,31,459,27,40.75,Fail,12.0897,Rail,Route A,1329.0
TXN05524,2023-09-06,haircare,SKU0,64.92,78,279,20269.56,84,35,32,3,Carrier C,2.64,Supplier 3,Mumbai,32,58,31,46.14,Pass,0.3967,Road,Route B,1560.96
TXN06192,2023-09-06,skincare,SKU19,52.3,84,184,9026.86,86,24,42,4,Carrier B,2.49,Supplier 4,Chennai,26,298,21,86.91,Fail,7.5364,Road,Route C,3754.8
TXN00400,2023-09-06,cosmetics,SKU49,83.39,59,246,18230.14,60,45,66,3,Carrier B,3.85,Supplier 5,Delhi,43,337,49,13.95,Fail,6.8592,Rail,Route A,1174.8
TXN00586,2023-09-06,cosmetics,SKU28,2.25,33,280,597.68,39,5,39,2,Carrier A,0.18,Supplier 1,Mumbai,5,249,5,56.19,Pass,0.5728,Air,Route A,2198.43
TXN06432,2023-09-06,haircare,SKU78,6.47,73,106,711.36,94,27,35,3,Carrier B,0.31,Supplier 5,Mumbai,27,655,38,77.68,Fail,10.7649,Sea,Route C,2729.65
TXN04167,2023-09-06,skincare,SKU15,39.25,92,157,6418.74,92,6,106,3,Carrier B,1.56,Supplier 1,Bangalore,6,779,6,106.78,Pass,1.207,Sea,Route B,11484.04
TXN05325,2023-09-06,cosmetics,SKU88,76.38,60,129,10270.7,60,11,10,2,Carrier C,3.64,Supplier 2,Mumbai,11,560,10,72.37,Pass,0.4546,Sea,Route A,760.1
TXN06137,2023-09-07,haircare,SKU87,84.77,25,219,20489.33,30,14,45,5,Carrier B,4.12,Supplier 3,Chennai,15,903,20,32.16,Fail,4.8442,Sea,Route B,1632.6
TXN06875,2023-09-07,haircare,SKU26,89.69,44,279,27614.71,48,2,51,3,Carrier B,3.25,Supplier 2,Bangalore,3,494,3,17.95,Pending,2.56,Rail,Route A,1081.2
TXN01525,2023-09-07,haircare,SKU84,87.68,91,199,18629.51,101,38,96,3,Carrier C,5.66,Supplier 5,Chennai,38,603,30,34.32,Fail,10.4339,Air,Route B,3838.08
TXN08110,2023-09-07,haircare,SKU45,34.65,47,282,9488.49,49,28,63,2,Carrier C,1.45,Supplier 2,Chennai,27,331,21,68.25,Pending,3.3053,Rail,Route A,4391.1
TXN03727,2023-09-07,cosmetics,SKU88,72.26,84,150,11503.11,79,8,45,2,Carrier A,3.83,Supplier 2,Mumbai,9,514,11,70.63,Pass,0.7375,Sea,Route A,3350.7
TXN07402,2023-09-07,haircare,SKU12,67.48,67,311,18291.84,84,4,69,3,Carrier C,3.08,Supplier 4,Kolkata,4,369,3,32.56,Pending,2.9809,Road,Route B,2459.16
TXN06799,2023-09-07,haircare,SKU55,79.82,50,376,26417.36,53,6,56,2,Carrier C,5.06,Supplier 2,Delhi,6,611,5,31.63,Fail,5.0064,Sea,Route B,2054.64
TXN04641,2023-09-07,skincare,SKU47,94.57,53,153,15363.02,69,16,31,3,Carrier C,6.07,Supplier 1,Kolkata,17,476,14,22.25,Pass,0.1866,Rail,Route A,877.92
TXN01312,2023-09-07,haircare,SKU70,47.09,56,59,3025.05,81,15,84,4,Carrier C,2.79,Supplier 1,Bangalore,16,682,12,12.45,Pass,1.1034,Road,Route C,1280.16
TXN07323,2023-09-07,skincare,SKU69,57.39,28,180,10595.87,35,6,60,3,Carrier B,2.05,Supplier 4,Kolkata,7,300,8,74.5,Pass,1.934,Air,Route A,4593.0
TXN02492,2023-09-07,skincare,SKU10,15.36,54,83,1246.32,69,8,59,3,Carrier C,0.67,Supplier 5,Kolkata,9,920,7,109.21,Pending,3.5304,Road,Route B,6482.92
TXN01795,2023-09-07,cosmetics,SKU49,75.15,82,218,17272.17,76,59,49,3,Carrier C,2.9,Supplier 5,Delhi,54,455,45,15.55,Pending,3.2426,Rail,Route A,904.05
TXN04435,2023-09-07,skincare,SKU67,87.89,66,234,20783.39,79,7,9,2,Carrier A,6.75,Supplier 1,Mumbai,7,355,7,7.28,Pass,0.1383,Sea,Route C,126.27
TXN08065,2023-09-07,skincare,SKU34,35.68,55,71,2193.37,71,6,82,3,Carrier B,1.92,Supplier 1,Chennai,7,715,6,11.02,Pass,0.4208,Road,Route B,1061.08
TXN06817,2023-09-07,cosmetics,SKU29,67.82,66,181,11849.44,64,6,51,2,Carrier A,4.86,Supplier 1,Kolkata,6,333,5,39.69,Pending,3.0228,Road,Route B,2272.05
TXN03273,2023-09-07,haircare,SKU79,57.11,66,120,7220.27,87,15,43,2,Carrier A,4.33,Supplier 3,Bangalore,15,467,13,66.25,Pass,0.1197,Air,Route C,3034.94
TXN08475,2023-09-08,cosmetics,SKU49,76.63,46,268,18240.43,64,41,108,4,Carrier B,3.51,Supplier 5,Delhi,46,260,47,16.04,Pending,3.2581,Rail,Route A,2111.4
TXN09329,2023-09-08,haircare,SKU76,74.48,77,342,24891.47,99,23,55,4,Carrier B,2.98,Supplier 2,Bangalore,23,363,20,68.37,Pending,2.629,Rail,Route A,3924.25
TXN05751,2023-09-08,skincare,SKU32,75.42,64,59,4553.47,64,8,63,2,Carrier A,3.58,Supplier 3,Kolkata,9,887,8,31.98,Pending,2.8615,Road,Route A,2240.28
TXN04083,2023-09-08,cosmetics,SKU28,2.52,54,148,405.52,59,3,111,3,Carrier C,0.1,Supplier 1,Mumbai,4,813,6,61.92,Pass,0.6036,Air,Route A,6884.22
TXN09310,2023-09-08,skincare,SKU32,82.21,36,92,7546.45,39,7,38,4,Carrier B,4.36,Supplier 3,Kolkata,7,399,8,33.36,Pending,2.5082,Road,Route A,1433.36
TXN05488,2023-09-08,cosmetics,SKU92,47.69,58,254,12172.94,70,37,36,1,Carrier A,3.28,Supplier 2,Mumbai,37,359,24,62.43,Pass,0.3347,Rail,Route B,2365.56
TXN05855,2023-09-09,skincare,SKU3,60.63,67,379,20881.62,76,28,47,3,Carrier C,3.89,Supplier 5,Kolkata,31,494,30,40.18,Fail,8.8077,Rail,Route A,2071.29
TXN08375,2023-09-09,skincare,SKU37,22.58,37,225,5244.39,42,18,66,1,Carrier A,1.52,Supplier 3,Kolkata,19,417,17,39.17,Pending,3.0912,Sea,Route A,2685.54
TXN00742,2023-09-09,skincare,SKU10,16.81,80,370,7109.69,84,9,104,2,Carrier A,0.82,Supplier 5,Kolkata,10,672,7,103.31,Pending,3.8264,Road,Route B,10829.52
TXN09884,2023-09-09,skincare,SKU4,5.07,76,149,823.2,77,1,64,1,Carrier A,0.29,Supplier 1,Delhi,1,695,2,93.37,Pending,2.1885,Air,Route A,5994.24
TXN01488,2023-09-09,skincare,SKU4,4.59,81,180,728.91,101,2,96,4,Carrier B,0.24,Supplier 1,Delhi,2,384,2,100.84,Pass,1.4933,Air,Route A,9703.68
TXN09749,2023-09-09,cosmetics,SKU7,41.48,76,214,9429.72,88,1,20,2,Carrier A,2.34,Supplier 4,Bangalore,1,317,1,100.63,Pass,0.5154,Road,Route C,2059.4
TXN07438,2023-09-09,cosmetics,SKU27,92.34,21,234,20957.24,30,5,79,2,Carrier C,4.8,Supplier 5,Mumbai,5,160,7,10.0,Fail,7.7226,Sea,Route B,1169.2
TXN03435,2023-09-09,haircare,SKU87,84.12,54,126,11136.99,55,16,73,2,Carrier A,4.51,Supplier 3,Chennai,16,684,21,28.76,Fail,4.5321,Sea,Route B,2428.71
TXN08869,2023-09-09,cosmetics,SKU29,60.93,60,243,16546.15,73,5,40,5,Carrier B,3.56,Supplier 1,Kolkata,5,590,5,44.52,Pass,1.7985,Road,Route B,1923.2
TXN09241,2023-09-09,skincare,SKU41,93.65,65,173,16528.87,64,9,42,3,Carrier B,5.32,Supplier 4,Chennai,9,789,10,104.88,Pass,0.0842,Sea,Route A,4628.4
TXN03396,2023-09-09,haircare,SKU51,28.35,58,125,3025.8,68,42,41,3,Carrier C,1.67,Supplier 5,Bangalore,41,278,48,15.36,Pending,2.3578,Road,Route A,698.23
TXN07569,2023-09-09,cosmetics,SKU72,93.54,51,251,20884.6,51,8,91,3,Carrier C,3.97,Supplier 1,Bangalore,9,510,9,53.31,Pending,2.9844,Rail,Route B,5212.48
TXN01466,2023-09-09,cosmetics,SKU7,41.1,75,136,5400.71,79,1,51,5,Carrier B,2.12,Supplier 4,Bangalore,1,467,1,94.53,Pass,0.5322,Road,Route C,4929.15
TXN06451,2023-09-10,cosmetics,SKU62,75.11,34,294,23557.01,32,12,65,2,Carrier A,4.73,Supplier 2,Mumbai,12,680,12,24.06,Pass,1.927,Sea,Route C,1871.35
TXN03656,2023-09-10,skincare,SKU86,19.87,100,123,2741.76,102,15,26,2,Carrier C,1.29,Supplier 1,Mumbai,14,392,15,82.64,Pass,1.1021,Rail,Route A,2182.18
TXN04406,2023-09-10,haircare,SKU93,65.63,59,190,13671.76,58,23,66,5,Carrier B,3.2,Supplier 4,Chennai,23,579,26,39.38,Pending,3.5697,Air,Route A,2810.28
TXN08382,2023-09-10,skincare,SKU20,100.6,84,365,33020.25,97,3,55,3,Carrier B,4.39,Supplier 1,Chennai,4,1168,4,63.75,Pending,2.3068,Air,Route B,3747.7
TXN04040,2023-09-10,haircare,SKU0,72.72,83,158,11079.44,91,43,18,1,Carrier A,5.17,Supplier 3,Mumbai,41,433,30,49.02,Pass,0.1393,Road,Route B,975.42
TXN06846,2023-09-10,haircare,SKU2,10.43,57,1,9.6,65,24,37,5,Carrier B,0.54,Supplier 1,Mumbai,26,671,20,34.11,Pending,2.9401,Air,Route C,1282.05
TXN09635,2023-09-10,haircare,SKU83,71.3,45,213,13372.01,45,2,49,1,Carrier A,5.36,Supplier 1,Bangalore,3,476,3,110.96,Pass,0.7468,Road,Route A,5699.68
TXN08785,2023-09-10,haircare,SKU24,4.03,66,339,1518.01,93,3,34,2,Carrier C,0.26,Supplier 2,Bangalore,3,503,3,43.12,Pending,3.8484,Air,Route A,1474.92
TXN08931,2023-09-10,cosmetics,SKU50,13.91,49,99,1526.96,66,23,48,4,Carrier C,0.86,Supplier 2,Delhi,22,509,21,49.52,Pending,3.1311,Rail,Route B,2418.24
TXN00746,2023-09-10,skincare,SKU39,19.01,44,125,2643.04,58,6,27,2,Carrier A,1.05,Supplier 2,Kolkata,7,438,6,10.04,Pass,1.5301,Air,Route B,299.43
TXN06146,2023-09-10,skincare,SKU63,12.33,44,251,3437.69,46,11,107,5,Carrier B,0.42,Supplier 3,Bangalore,11,450,10,19.73,Fail,5.2448,Sea,Route A,2156.05
TXN03825,2023-09-10,cosmetics,SKU72,87.24,72,216,18732.4,75,6,48,3,Carrier C,4.84,Supplier 1,Bangalore,7,465,7,56.67,Pending,2.3172,Rail,Route B,2952.48
TXN01971,2023-09-11,cosmetics,SKU62,71.8,50,236,18212.62,60,12,35,1,Carrier A,5.35,Supplier 2,Mumbai,13,612,12,22.7,Pass,1.4616,Sea,Route C,981.75
TXN04042,2023-09-11,skincare,SKU60,15.85,60,251,3729.64,70,38,39,1,Carrier A,0.92,Supplier 4,Mumbai,39,536,33,88.51,Pending,3.6179,Rail,Route A,3487.77
TXN04388,2023-09-11,skincare,SKU80,86.66,73,106,9702.77,88,4,66,2,Carrier C,4.58,Supplier 3,Chennai,4,423,5,75.13,Fail,4.6732,Sea,Route B,5260.86
TXN00017,2023-09-11,haircare,SKU45,36.17,92,190,7834.4,85,25,48,1,Carrier A,1.63,Supplier 2,Chennai,24,655,26,69.83,Fail,4.6239,Rail,Route A,3430.08
TXN04569,2023-09-11,skincare,SKU40,78.68,96,142,11860.48,90,1,35,2,Carrier A,5.11,Supplier 1,Kolkata,1,288,1,90.95,Pass,1.898,Road,Route A,3362.1
TXN04924,2023-09-11,haircare,SKU0,70.63,38,38,2848.86,51,36,24,5,Carrier B,3.82,Supplier 3,Mumbai,36,582,30,46.61,Pass,0.2794,Road,Route B,1210.32
TXN09708,2023-09-11,skincare,SKU11,97.56,76,135,14811.43,79,10,70,2,Carrier C,5.82,Supplier 2,Kolkata,11,677,10,26.5,Pass,0.0258,Air,Route A,2262.4
TXN05664,2023-09-11,skincare,SKU82,18.26,47,221,4226.27,50,24,52,4,Carrier B,0.86,Supplier 2,Mumbai,23,581,27,4.5,Fail,4.667,Road,Route C,278.72
TXN07837,2023-09-11,cosmetics,SKU23,4.57,54,345,1392.13,55,60,100,2,Carrier A,0.29,Supplier 5,Kolkata,58,420,51,107.6,Pending,2.69,Rail,Route A,10789.0
TXN04712,2023-09-11,skincare,SKU52,95.75,94,234,23520.09,122,22,99,2,Carrier A,6.5,Supplier 1,Mumbai,21,528,21,9.47,Pending,2.0174,Air,Route C,1581.03
TXN06083,2023-09-11,skincare,SKU40,77.64,21,318,24411.11,28,1,76,4,Carrier B,3.3,Supplier 1,Kolkata,1,703,1,83.79,Pass,1.6368,Road,Route A,6618.84
TXN03390,2023-09-11,skincare,SKU10,15.08,52,251,4335.83,57,9,63,3,Carrier C,0.79,Supplier 5,Kolkata,9,449,8,102.93,Pass,1.7721,Road,Route B,6534.36
TXN02670,2023-09-12,cosmetics,SKU23,4.46,57,119,568.15,59,56,77,1,Carrier A,0.23,Supplier 5,Kolkata,52,494,52,94.56,Pending,2.16,Rail,Route A,7298.83
TXN07738,2023-09-12,cosmetics,SKU71,6.14,60,387,2657.77,79,12,61,3,Carrier B,0.27,Supplier 2,Bangalore,11,444,11,33.28,Pending,2.1952,Road,Route A,2046.55
TXN02986,2023-09-12,skincare,SKU40,85.65,55,223,18592.01,74,1,65,2,Carrier C,3.59,Supplier 1,Kolkata,1,323,1,84.49,Pending,3.7586,Road,Route A,5725.2
TXN09399,2023-09-12,cosmetics,SKU17,82.0,71,144,11144.45,67,16,28,3,Carrier C,3.91,Supplier 1,Chennai,15,589,11,48.26,Pass,0.0475,Air,Route C,1460.76
TXN00633,2023-09-12,haircare,SKU24,4.18,61,70,302.29,57,3,46,1,Carrier A,0.32,Supplier 2,Bangalore,3,544,3,45.83,Pending,2.1346,Air,Route A,2122.9
TXN05871,2023-09-12,skincare,SKU15,39.69,56,128,5800.0,70,6,37,2,Carrier A,1.72,Supplier 1,Bangalore,6,580,6,106.56,Pass,1.8455,Sea,Route B,4006.36
TXN01580,2023-09-12,haircare,SKU93,69.79,80,79,5863.89,81,32,58,2,Carrier A,3.54,Supplier 4,Chennai,32,445,28,35.2,Pending,3.7478,Air,Route A,2246.92
TXN06370,2023-09-12,skincare,SKU90,14.3,8,200,3267.96,10,8,63,1,Carrier A,0.64,Supplier 3,Bangalore,8,895,9,96.81,Pass,1.1984,Rail,Route B,6139.35
TXN07490,2023-09-12,haircare,SKU70,47.8,40,275,12314.82,48,13,75,3,Carrier C,2.11,Supplier 1,Bangalore,12,848,14,12.78,Pass,1.0415,Road,Route C,1116.75
TXN04433,2023-09-12,skincare,SKU10,15.36,66,33,518.47,71,7,33,5,Carrier B,0.55,Supplier 5,Kolkata,8,180,8,107.69,Pending,2.8717,Road,Route B,3571.92
TXN05156,2023-09-12,haircare,SKU83,69.29,100,260,19368.13,107,2,35,2,Carrier A,3.45,Supplier 1,Bangalore,3,518,3,100.8,Pass,0.344,Road,Route A,3648.75
TXN08662,2023-09-12,haircare,SKU87,86.45,44,253,19653.51,56,17,36,2,Carrier A,5.01,Supplier 3,Chennai,17,491,20,27.2,Pending,3.3269,Sea,Route B,1159.56
TXN02154,2023-09-12,skincare,SKU90,12.99,100,114,1697.78,93,7,52,2,Carrier A,0.61,Supplier 3,Bangalore,8,388,8,95.58,Pass,1.8556,Rail,Route B,5001.88
TXN04377,2023-09-12,cosmetics,SKU44,47.49,48,109,5245.98,69,15,14,3,Carrier C,2.81,Supplier 2,Delhi,16,427,20,21.89,Pending,2.9593,Rail,Route A,345.8
TXN07317,2023-09-12,skincare,SKU80,96.83,66,161,16131.08,63,5,38,3,Carrier C,3.78,Supplier 3,Chennai,6,494,5,75.31,Pending,3.7953,Sea,Route B,3005.42
TXN08084,2023-09-12,haircare,SKU81,76.72,55,161,13167.34,75,1,88,4,Carrier B,3.03,Supplier 3,Delhi,1,431,1,19.42,Pending,2.035,Rail,Route B,1975.6
TXN09802,2023-09-12,haircare,SKU55,79.71,66,152,12121.71,63,4,89,2,Carrier A,3.95,Supplier 2,Delhi,5,636,4,34.33,Fail,6.3054,Sea,Route B,3406.92
TXN09268,2023-09-12,skincare,SKU40,82.4,99,239,20542.19,95,1,66,5,Carrier B,3.95,Supplier 1,Kolkata,1,614,1,86.64,Pending,2.0927,Road,Route A,5978.94
TXN03118,2023-09-12,haircare,SKU22,28.93,69,122,3897.31,92,38,27,2,Carrier A,1.71,Supplier 4,Kolkata,39,242,38,51.31,Pending,2.9151,Rail,Route C,1431.54
TXN05272,2023-09-12,skincare,SKU42,48.76,25,231,11648.57,25,12,22,4,Carrier B,1.89,Supplier 5,Bangalore,12,793,10,90.39,Fail,8.4545,Road,Route A,2030.16
TXN02003,2023-09-13,skincare,SKU53,32.27,64,196,6929.48,74,11,91,3,Carrier B,1.6,Supplier 1,Delhi,12,465,15,84.58,Pass,0.8472,Air,Route B,7842.38
TXN03554,2023-09-13,haircare,SKU48,77.89,72,177,12147.11,71,20,47,2,Carrier A,5.86,Supplier 2,Mumbai,21,475,20,21.75,Pending,2.0739,Rail,Route B,1297.67
TXN03444,2023-09-13,haircare,SKU25,40.79,44,103,4068.8,63,31,50,4,Carrier B,1.83,Supplier 4,Kolkata,33,725,26,76.76,Fail,6.4097,Road,Route B,3929.5
TXN05049,2023-09-13,skincare,SKU37,24.14,72,212,5730.79,70,16,62,4,Carrier B,1.19,Supplier 3,Kolkata,16,438,17,38.41,Fail,4.4166,Sea,Route A,2455.2
TXN06870,2023-09-13,skincare,SKU66,27.64,32,233,7258.9,44,45,94,2,Carrier A,1.51,Supplier 5,Kolkata,47,270,42,42.53,Fail,6.0855,Road,Route A,4139.76
TXN00952,2023-09-13,skincare,SKU19,53.82,64,231,12973.54,76,23,61,1,Carrier A,3.57,Supplier 4,Chennai,22,962,20,78.09,Pending,2.9435,Road,Route C,4981.26
TXN07281,2023-09-13,skincare,SKU40,77.18,58,303,24679.92,66,1,14,2,Carrier A,6.27,Supplier 1,Kolkata,1,561,1,83.6,Pending,3.812,Road,Route A,1258.18
TXN06863,2023-09-13,skincare,SKU20,96.9,76,357,38324.36,109,3,73,2,Carrier C,5.72,Supplier 1,Chennai,4,433,5,69.55,Pending,3.1269,Air,Route B,5494.71
TXN06980,2023-09-13,cosmetics,SKU8,64.62,37,275,18216.03,50,11,22,2,Carrier A,2.96,Supplier 4,Mumbai,12,411,9,12.35,Pending,2.3956,Sea,Route B,336.82
TXN02067,2023-09-13,cosmetics,SKU35,87.58,95,245,24370.04,106,1,20,3,Carrier B,3.88,Supplier 1,Delhi,1,435,1,56.85,Pass,0.5069,Sea,Route C,1214.6
TXN04687,2023-09-13,skincare,SKU15,38.9,46,137,4826.75,64,7,110,4,Carrier B,2.03,Supplier 1,Bangalore,7,518,4,109.07,Pass,1.9217,Sea,Route B,12221.0
TXN03650,2023-09-13,skincare,SKU90,13.57,81,111,1542.1,75,7,39,2,Carrier C,0.85,Supplier 3,Bangalore,8,661,8,87.1,Pass,1.4549,Rail,Route B,3430.05
TXN07479,2023-09-13,cosmetics,SKU88,75.24,82,258,16754.37,82,12,66,5,Carrier B,4.27,Supplier 2,Mumbai,13,660,11,67.95,Pass,0.6105,Sea,Route A,4766.52
TXN03232,2023-09-13,haircare,SKU2,10.81,11,300,2839.86,11,25,15,4,Carrier C,0.46,Supplier 1,Mumbai,24,177,24,30.97,Pending,2.1427,Air,Route C,471.45
TXN07650,2023-09-13,skincare,SKU16,7.92,74,189,1344.07,95,15,80,1,Carrier A,0.5,Supplier 1,Bangalore,16,611,17,74.2,Pass,0.8529,Air,Route A,5976.0
TXN05145,2023-09-14,skincare,SKU67,86.0,63,175,15600.74,82,8,98,4,Carrier B,4.53,Supplier 1,Mumbai,8,783,8,8.04,Pass,0.1221,Sea,Route C,1231.86
TXN09223,2023-09-14,skincare,SKU16,7.9,48,291,2146.29,61,16,39,2,Carrier A,0.47,Supplier 1,Bangalore,18,675,14,88.28,Pass,0.9606,Air,Route A,3461.25
TXN07984,2023-09-14,cosmetics,SKU85,75.58,49,273,17860.45,66,2,77,3,Carrier B,2.8,Supplier 5,Chennai,3,639,3,72.0,Fail,4.0232,Road,Route B,5759.6
TXN07609,2023-09-14,haircare,SKU93,69.65,38,288,19320.37,37,20,54,3,Carrier C,3.66,Supplier 4,Chennai,20,829,23,34.59,Fail,7.2788,Air,Route A,2065.5
TXN00819,2023-09-14,haircare,SKU26,91.92,56,321,28066.38,59,3,63,2,Carrier A,5.08,Supplier 2,Bangalore,3,391,3,17.77,Pass,1.1659,Rail,Route A,1439.55
TXN06420,2023-09-14,haircare,SKU24,4.24,66,106,414.36,71,3,56,1,Carrier A,0.29,Supplier 2,Bangalore,3,159,3,38.92,Fail,5.3285,Air,Route A,2195.76
TXN01514,2023-09-14,haircare,SKU83,70.95,60,225,18060.36,70,3,79,3,Carrier B,2.77,Supplier 1,Bangalore,4,607,3,100.44,Pass,0.3621,Road,Route A,8153.59
TXN08795,2023-09-14,cosmetics,SKU23,4.3,71,132,547.11,75,51,46,2,Carrier A,0.31,Supplier 5,Kolkata,47,415,52,97.71,Pending,3.2046,Rail,Route A,4508.92
TXN00269,2023-09-14,cosmetics,SKU21,82.1,54,253,19232.31,52,7,48,3,Carrier C,4.71,Supplier 5,Chennai,7,678,5,65.26,Pass,0.0346,Air,Route C,3358.56
TXN06477,2023-09-14,haircare,SKU25,36.47,59,228,8934.0,75,29,55,3,Carrier C,2.03,Supplier 4,Kolkata,31,461,26,80.71,Fail,7.8124,Road,Route B,4550.7
TXN05624,2023-09-14,skincare,SKU16,7.41,67,141,1087.16,82,18,51,1,Carrier A,0.47,Supplier 1,Bangalore,17,683,14,86.14,Pass,0.5775,Air,Route A,4417.11
TXN04682,2023-09-14,cosmetics,SKU72,92.79,68,258,27518.64,74,9,122,2,Carrier C,4.48,Supplier 1,Bangalore,9,422,9,56.57,Pass,1.2119,Rail,Route B,7448.1
TXN00458,2023-09-14,skincare,SKU36,10.49,22,186,2183.07,22,15,23,4,Carrier B,0.38,Supplier 2,Delhi,17,415,20,43.17,Pending,2.7818,Air,Route C,1001.65
TXN04978,2023-09-14,skincare,SKU56,22.31,86,137,2725.52,100,26,78,1,Carrier A,1.37,Supplier 1,Mumbai,27,404,19,12.58,Pass,0.8082,Air,Route B,1088.1
TXN09525,2023-09-14,cosmetics,SKU88,80.09,36,247,21196.59,35,9,69,3,Carrier C,3.33,Supplier 2,Mumbai,9,583,9,66.68,Pass,1.0553,Sea,Route A,4830.69
TXN06983,2023-09-14,haircare,SKU12,67.27,71,224,15163.74,73,3,72,2,Carrier A,3.73,Supplier 4,Kolkata,3,713,4,35.69,Fail,4.8543,Road,Route B,2838.24
TXN08580,2023-09-15,haircare,SKU12,72.49,26,203,16877.02,27,2,104,3,Carrier C,3.45,Supplier 4,Kolkata,3,405,3,36.69,Fail,4.7942,Road,Route B,4174.56
TXN04806,2023-09-15,cosmetics,SKU35,81.52,89,221,19874.31,105,1,66,4,Carrier C,3.95,Supplier 1,Delhi,1,561,1,63.17,Pass,0.4585,Sea,Route C,4429.92
TXN06425,2023-09-15,skincare,SKU90,12.9,65,200,2890.47,73,7,61,1,Carrier A,0.88,Supplier 3,Bangalore,8,484,8,88.06,Pass,0.9681,Rail,Route B,5425.34
